start=2014-09-18T09:01:00,end=2014-11-13T09:01:00,version=0.2.2,note=NOT FOR NAVIGATION
ID,IDENT,LATITUDE,LONGITUDE,TYPE
300,05D,47.96695888888889,-102.47795777777777,AIRPORT
301,05FA,30.91888888888889,-86.21833333333333,AIRPORT
302,05FD,25.96092527777778,-80.13921194444444,AIRPORT
303,05FL,26.523055555555555,-81.40833333333333,AIRPORT
304,05GA,32.07138888888889,-84.71444444444444,AIRPORT
305,05IA,43.13746666666667,-93.06825666666667,AIRPORT
306,05ID,45.91408361111111,-114.83566055555556,AIRPORT
307,05IL,41.16,-88.01666666666667,AIRPORT
308,05IN,39.64199083333333,-86.50416416666665,AIRPORT
309,05KS,37.266172222222224,-95.95915,AIRPORT
310,05KY,37.535555555555554,-84.40722222222222,AIRPORT
311,05LA,32.265277777777776,-91.69777777777777,AIRPORT
312,05LL,41.74892,-87.93505888888889,AIRPORT
313,05LS,31.252222222222223,-92.47583333333333,AIRPORT
314,05MA,42.69120388888889,-70.91227416666666,AIRPORT
315,05MD,39.25010833333334,-76.20522777777778,AIRPORT
316,05ME,44.657021666666665,-67.55916,AIRPORT
317,05MI,42.23638888888889,-83.27638888888889,AIRPORT
318,05N,35.48218472222222,-77.35577430555554,AIRPORT
319,05NC,34.75944444444445,-76.64472222222223,AIRPORT
320,05NE,41.722233055555556,-98.30895833333334,AIRPORT
321,05NH,42.92388611111111,-70.95145,AIRPORT
322,05NJ,40.713991111111106,-74.0315288888889,AIRPORT
323,05NY,43.55201388888889,-76.09020111111111,AIRPORT
324,05OG,44.05953888888889,-123.11884722222221,AIRPORT
325,05OI,41.28838527777778,-81.96263944444443,AIRPORT
326,05OK,35.85337972222222,-97.56754416666666,AIRPORT
327,05OR,45.44425,-117.34730555555555,AIRPORT
328,05PA,39.95483472222222,-75.17823388888888,AIRPORT
329,05PN,40.30008861111111,-76.85802833333334,AIRPORT
330,05PS,40.14277777777778,-77.86194444444445,AIRPORT
331,05S,45.85210625,-123.24286930555556,AIRPORT
332,05TA,29.809130555555555,-96.26507777777779,AIRPORT
333,05TE,30.722133333333332,-97.7914025,AIRPORT
334,05TS,33.1292875,-97.35863055555556,AIRPORT
335,05TX,32.12916666666667,-97.40416666666667,AIRPORT
336,05U,39.60375,-116.00361111111111,AIRPORT
337,05V,37.41111916666667,-105.55168,AIRPORT
338,05VA,37.22416666666667,-78.4186111111111,AIRPORT
339,05VT,45.013333333333335,-73.08666666666667,AIRPORT
340,05WA,47.648225,-117.41354555555556,AIRPORT
341,05WI,42.65112444444445,-88.74593861111111,AIRPORT
342,05WN,48.702222222222225,-118.0475,AIRPORT
343,05XS,33.0785,-91.56183333333333,AIRPORT
344,05Y,46.30385,-95.4394825,AIRPORT
345,06A,32.46047222222222,-85.68002777777777,AIRPORT
346,06AK,61.62761944444444,-149.57533055555555,AIRPORT
347,06AL,31.38843888888889,-85.972425,AIRPORT
348,06AR,35.54452194444444,-92.18487444444445,AIRPORT
349,06AZ,33.285833333333336,-111.75277777777778,AIRPORT
350,06B,44.90701333333333,-68.80503611111111,AIRPORT
351,06C,41.98934083333334,-88.10124277777777,AIRPORT
352,06CA,34.87081888888889,-116.83420138888889,AIRPORT
353,06CL,35.157222222222224,-118.28861111111111,AIRPORT
354,06CO,37.38751388888888,-103.69106111111111,AIRPORT
355,06D,48.88441666666667,-99.62075,AIRPORT
356,06FA,26.908153055555555,-80.32841402777778,AIRPORT
357,06FD,28.641666666666666,-81.885,AIRPORT
358,06FL,27.953353611111112,-82.80426916666667,AIRPORT
359,06GA,33.753439722222225,-84.16214027777778,AIRPORT
360,06I,38.43338861111111,-86.69110222222223,AIRPORT
361,06IA,41.84139444444444,-91.83434444444445,AIRPORT
362,06ID,43.462665,-116.35900833333334,AIRPORT
363,06IL,41.59952777777777,-88.86994444444444,AIRPORT
364,06IN,39.28281777777778,-87.30362805555555,AIRPORT
365,06IS,40.54643166666667,-91.27431583333333,AIRPORT
366,06KS,37.69584694444445,-97.372545,AIRPORT
367,06KY,37.52592388888889,-83.34515083333334,AIRPORT
368,06LA,29.846040000000002,-90.02784861111111,AIRPORT
369,06LL,41.87361111111111,-88.49694444444444,AIRPORT
370,06LS,30.70786111111111,-91.32016666666667,AIRPORT
371,06M,33.53483333333333,-89.31311111111111,AIRPORT
372,06MA,42.690644444444445,-71.60895805555556,AIRPORT
373,06MD,39.29136111111111,-76.54626388888889,AIRPORT
374,06MI,42.25111111111111,-84.39138888888888,AIRPORT
375,06MO,39.2305575,-94.80440583333332,AIRPORT
376,06MT,48.55831722222222,-112.1092036111111,AIRPORT
377,06N,41.431912000000004,-74.39156108333333,AIRPORT
378,06NC,34.8275,-78.93027777777777,AIRPORT
379,06NE,40.68000138888889,-95.8616686111111,AIRPORT
380,06NH,42.928422222222224,-70.97311111111111,AIRPORT
381,06NJ,40.50183719444444,-74.445735,AIRPORT
382,06NY,42.842777777777776,-76.44527777777778,AIRPORT
383,06O1,41.114780277777776,-80.65701972222223,AIRPORT
384,06OH,41.50977611111111,-80.59118583333333,AIRPORT
385,06OI,39.73477805555556,-84.38222222222223,AIRPORT
386,06OK,36.54174444444445,-94.83356527777778,AIRPORT
387,06PA,41.996,-78.2865,AIRPORT
388,06PN,40.382733333333334,-76.77253333333333,AIRPORT
389,06R,29.94097222222222,-96.24525000000001,AIRPORT
390,06TA,30.908520277777775,-97.11693638888889,AIRPORT
391,06TE,30.31295833333333,-95.02728472222222,AIRPORT
392,06TN,35.697291388888885,-86.9569475,AIRPORT
393,06TX,30.05755,-95.81289444444444,AIRPORT
394,06U,41.97582933333334,-114.65801575,AIRPORT
395,06VA,38.24901861111111,-78.85530333333334,AIRPORT
396,06WA,47.686284722222226,-117.1979838888889,AIRPORT
397,06WI,45.40276111111111,-87.85731666666668,AIRPORT
398,06WN,46.92498472222223,-122.55303888888889,AIRPORT
399,06XA,33.44598333333333,-96.57079722222223,AIRPORT
400,06XS,33.32472222222222,-97.04416666666667,AIRPORT
401,06Y,45.82996055555556,-96.16061444444445,AIRPORT
402,07A,32.16681388888889,-85.809675,AIRPORT
403,07AA,61.69596388888889,-149.9549027777778,AIRPORT
404,07AL,31.125175000000002,-85.97910555555556,AIRPORT
405,07AR,35.1945275,-92.80016611111111,AIRPORT
406,07CA,35.13885583333333,-119.45095194444445,AIRPORT
407,07CL,39.497663611111115,-121.77136472222222,AIRPORT
408,07CO,39.26361111111111,-104.42694444444444,AIRPORT
409,07F,32.52883333333333,-94.97175,AIRPORT
410,07FA,25.325393055555555,-80.27477472222222,AIRPORT
411,07GA,33.675,-83.76305555555555,AIRPORT
412,07I,39.06133333333333,-86.44608333333333,AIRPORT
413,07II,39.01060916666667,-85.6408025,AIRPORT
414,07IN,39.573658888888886,-85.91387055555556,AIRPORT
415,07K,41.111561305555554,-98.05133561111111,AIRPORT
416,07KS,37.73418388888889,-96.93670083333333,AIRPORT
417,07KY,38.080622500000004,-85.6932925,AIRPORT
418,07LS,32.51825,-91.98910000000001,AIRPORT
419,07MA,41.9170475,-70.70948055555556,AIRPORT
420,07MD,39.611666666666665,-77.05194444444444,AIRPORT
421,07ME,43.73833333333334,-70.33916666666667,AIRPORT
422,07MI,43.86418916666667,-85.02391888888889,AIRPORT
423,07MO,38.650014722222224,-93.61687944444445,AIRPORT
424,07MT,48.42110694444444,-106.5277038888889,AIRPORT
425,07N,40.01676166666667,-77.00386666666667,AIRPORT
426,07NC,34.83320416666667,-80.75117833333334,AIRPORT
427,07NH,43.175555555555555,-72.06388888888888,AIRPORT
428,07NJ,40.79363888888889,-73.9948611111111,AIRPORT
429,07NY,42.66638888888889,-74.765,AIRPORT
430,07OK,34.633404722222224,-99.0336886111111,AIRPORT
431,07PN,40.99888888888889,-78.12527777777778,AIRPORT
432,07PR,18.487222222222222,-67.02777777777777,AIRPORT
433,07R,27.610166666666668,-97.75252777777777,AIRPORT
434,07S,37.659304166666665,-96.52769166666667,AIRPORT
435,07TA,29.24051833333333,-95.34465833333334,AIRPORT
436,07TE,27.721140277777778,-97.51277111111112,AIRPORT
437,07TN,35.56861111111111,-84.24111111111111,AIRPORT
438,07TS,30.625,-97.57277777777777,AIRPORT
439,07TX,33.18400472222222,-96.44804055555555,AIRPORT
440,07UT,41.71666666666667,-112.44722222222222,AIRPORT
441,07V,37.52382444444445,-105.00926861111112,AIRPORT
442,07VA,36.819583611111106,-78.78306222222221,AIRPORT
443,07VT,44.44722222222222,-72.91472222222222,AIRPORT
444,07WA,47.65183583333333,-117.42465694444445,AIRPORT
445,07WI,42.96528888888889,-88.391485,AIRPORT
446,07XS,32.542183333333334,-97.39168333333333,AIRPORT
447,07Y,46.955895000000005,-93.59744277777777,AIRPORT
448,08A,32.52734130555556,-86.3309941388889,AIRPORT
449,08AK,61.56963888888889,-149.7244388888889,AIRPORT
450,08AR,35.14194444444445,-90.19,AIRPORT
451,08AZ,33.41744444444444,-111.83666666666667,AIRPORT
452,08B,44.0,-69.8871388888889,AIRPORT
453,08C,42.93672263888889,-85.80575263888889,AIRPORT
454,08CA,38.69490361111111,-120.82715805555554,AIRPORT
455,08CL,37.859649166666664,-120.55436638888888,AIRPORT
456,08CN,36.17203055555556,-119.30618055555556,AIRPORT
457,08CO,38.73247222222222,-104.04133333333333,AIRPORT
458,08CT,41.89599722222222,-73.09314722222223,AIRPORT
459,08D,48.30079861111111,-102.40635138888888,AIRPORT
460,08F,34.53175888888889,-96.23305388888889,AIRPORT
461,08FA,26.57979472222222,-81.4836886111111,AIRPORT
462,08FD,27.363098333333333,-80.77283694444444,AIRPORT
463,08FL,27.084496944444442,-81.32868333333333,AIRPORT
464,08G,40.11090416666667,-81.52623055555556,AIRPORT
465,08GA,31.425780277777775,-81.28592888888889,AIRPORT
466,08ID,43.56932527777778,-116.77680500000001,AIRPORT
467,08II,41.64588333333333,-85.42636916666667,AIRPORT
468,08IL,41.57697722222222,-89.79399388888889,AIRPORT
469,08IS,37.977828055555555,-89.2028588888889,AIRPORT
